client_name,client_id,account_type,address,phone_number,email,branch_id,servicing_broker_id,status,issued_on,updated_on,avg_days_between_logins,avg_user_sentiment_score
Daniel Johnson,C002512,Commercial,"266 Torres Stravenue Apt. 435, Amytown, NV 75343",958-487-4843,daniel.johnson@williams.com,B_US00749,S006468,Inactive,2005-03-01,2025-11-28,22.941838858436128,6.285871163627954
Edwin Thomas,C005725,Personal,"374 Elizabeth Walk Suite 981, Lake Mark, VT 92551",(999)698-5850x3089,edwin.thomas@pearson.biz,B_US00966,S005026,Active,2005-10-24,2025-11-28,9.791937888471367,8.695189029835877
Jennifer Duarte,C001112,Personal,"0737 Davis Turnpike, Johnland, AR 13679",001-459-785-0043x5841,jennifer.duarte@terry.biz,B_US00225,S005668,Active,2005-11-04,2025-11-28,25.003629549574462,6.2259688725237705
Jessica Hendricks,C002211,Personal,"3024 Barbara Inlet, West Jasonton, OH 80235",327-285-2552x1939,jessica.hendricks@sullivan.info,B_US00223,S004819,Inactive,2005-11-04,2025-11-28,22.49971098784903,8.826640905768656
Austin Gilbert,C003217,Personal,"21416 Osborne Union Apt. 797, Johnsonfurt, TN 03515",411.545.6820x925,austin.gilbert@garcia.net,B_US00749,S005989,Active,2005-06-03,2025-11-28,18.416884206545234,3.9593398044125587
Mark Jacobs DVM,C005535,Personal,"15963 Timothy Canyon, Christopherbury, KS 76175",585-245-2311,mark.jacobs.dvm@young.com,B_US00749,S007862,Prospect,2005-05-26,2025-11-28,13.079876964199173,8.567539458129783
John Nguyen,C004088,Personal,"23408 Romero Mountains, Tammyside, PR 01079",+1-646-541-1281x39294,john.nguyen@velasquez-chang.net,B_US00256,S005477,Inactive,2004-12-16,2025-11-28,1.175812921238423,9.116568926698426
Julie Smith,C002813,Personal,"4227 Craig Roads Suite 816, Port Susanland, AR 96365",933-748-7191,julie.smith@larsen-cantrell.com,B_US00831,S007154,Active,2005-01-10,2025-11-28,20.544116757031713,7.257521633538868
Wesley Nguyen,C005784,Personal,"33256 Bowman Lock Suite 133, Jessicaview, WY 53161",+1-542-720-6232x0674,wesley.nguyen@miller.info,B_US00831,S009320,Active,2005-08-29,2025-11-28,16.14365538665225,8.088817003535288
Kimberly Shaw,C004388,Personal,"2611 Samantha Forge, South Traci, VI 04078",001-219-404-4740x5890,kimberly.shaw@reyes.com,B_US00105,S001713,Inactive,2005-04-23,2025-11-28,18.541242646245433,4.516167810650543
Michael Jones,C007000,Commercial,"642 Becky Knoll, Crystalburgh, GA 81228",2214155294,michael.jones@kelly.com,B_US00223,S004184,Inactive,2005-07-16,2025-11-28,10.56134735529296,5.219102506828814
Natasha Wright,C001087,Personal,"50501 Powers Fall, New Shaunmouth, NJ 89736",978.923.6755x4591,natasha.wright@keller.biz,B_US00105,S008689,Active,2005-03-21,2025-11-28,15.658936915492596,9.889612826428515
Tiffany Clarke,C008942,Commercial,"5978 Jackson Ville, South Barbara, PR 83713",4478962318,tiffany.clarke@hall-kennedy.com,B_US00966,S008445,Active,2005-05-30,2025-11-28,21.72682526058185,8.08494535977932
Luis Berry,C002778,Personal,"84292 Erik Hills, North Autumntown, NY 95715",498.537.1512x1555,luis.berry@phillips.com,B_US00223,S006438,Inactive,2004-12-07,2025-11-28,22.61480108346465,10.0
Jessica Soto,C009962,Commercial,"Unit 6741 Box 1436, DPO AP 44140",001-806-340-6802x3168,jessica.soto@hampton.com,B_US00695,S008559,Inactive,2005-10-16,2025-11-28,13.261718295614637,4.65521551290692
Jackie Sparks,C006082,Personal,"3811 Yang Burgs, Garrisonmouth, AS 55465",662-407-3027x80566,jackie.sparks@hunt.com,B_US00225,S008609,Active,2004-12-03,2025-11-28,10.071589960006115,7.997343328235951
Harry Donovan,C007039,Commercial,"07115 Lisa Lock, West David, ID 20077",655.800.4426x38982,harry.donovan@jenkins.com,B_US00695,S009848,Active,2005-07-10,2025-11-28,21.265012555105436,7.927698863205533
Samantha Hernandez,C001202,Personal,"63166 Yolanda Rue, Joelborough, PA 28922",001-256-229-7391x358,samantha.hernandez@graham-gates.info,B_US00749,S002266,Prospect,2004-12-26,2025-11-28,21.328783484838027,8.87379120419045
Nicholas Shah,C002961,Commercial,"662 Williams River Apt. 962, Kaitlinville, VT 50914",(650)283-7361x5206,nicholas.shah@phelps.net,B_US00223,S006740,Prospect,2005-10-13,2025-11-28,10.671676270519647,7.740387939665617
Samantha Lynch,C009907,Commercial,"9208 Ramirez Unions, Shawborough, CT 81370",820.570.8526,samantha.lynch@walls-miller.com,B_US00223,S005975,Prospect,2005-01-21,2025-11-28,23.544665218973293,9.86376587433535
Aaron Mitchell,C007606,Commercial,"06320 Nicolas Hills, Stephenchester, AL 51609",+1-931-364-8807x57435,aaron.mitchell@lawrence-glover.info,B_US00256,S002949,Active,2005-05-31,2025-11-28,21.493175297122384,5.473887199770989
Lindsay Martinez,C005794,Personal,"685 Robert Stravenue, Carlberg, DC 02477",6516209412,lindsay.martinez@choi-gonzales.biz,B_US00749,S009279,Active,2005-03-07,2025-11-28,26.479092858216095,8.378934434822753
Kimberly Barnes,C009986,Personal,"USCGC Gutierrez, FPO AE 18123",+1-487-607-1316x223,kimberly.barnes@gill-douglas.com,B_US00198,S005349,Active,2005-09-14,2025-11-28,22.10802422155767,6.218940641606587
James Baker,C006115,Personal,"6196 Reed Plain, Reyeshaven, IL 23384",(765)942-0679,james.baker@sanchez.com,B_US00730,S009427,Active,2005-01-13,2025-11-28,9.82487164352538,9.050652119884207
Erin Harrington,C007353,Personal,"03514 Brian Keys, Lake Sarahport, CO 74436",380-544-1182,erin.harrington@harris-larsen.net,B_US00105,S008361,Inactive,2005-05-05,2025-11-28,28.042796022761408,8.440791342012364
Michael Ryan,C005338,Commercial,"14266 Hunt Harbors Suite 854, Lake Glenn, NV 04688",306.778.5439,michael.ryan@rodriguez.com,B_US00695,S002446,Prospect,2005-01-11,2025-11-28,19.48599532876613,7.785248054068843
Lindsey Wilcox,C008838,Commercial,"USNS Taylor, FPO AP 14318",+1-501-967-6695x750,lindsey.wilcox@mitchell.biz,B_US00105,S001579,Active,2005-02-01,2025-11-28,13.739365642637098,6.735818914540629
Sharon Carlson,C007419,Personal,"384 Wilson Stravenue Apt. 809, West Gregory, NV 18055",613.678.7756x235,sharon.carlson@white-hamilton.com,B_US00105,S003720,Prospect,2005-04-27,2025-11-28,28.388052596262696,10.0
Samantha Warren,C001176,Commercial,"1515 Mcmillan Highway Suite 410, Lake Wesleyberg, SD 51519",377.285.3491,samantha.warren@petersen-clark.com,B_US00105,S007228,Prospect,2005-04-23,2025-11-28,23.203705633058757,6.578853093275001
Hunter Gutierrez,C009594,Commercial,"USCGC Patel, FPO AE 93809",+1-799-286-7308x614,hunter.gutierrez@holmes.info,B_US00966,S009247,Inactive,2005-07-07,2025-11-28,9.507226965616375,9.400150781738864
Andrew Dunlap,C009087,Personal,"USNS Leach, FPO AA 05888",+1-252-248-1431x778,andrew.dunlap@sanders.org,B_US00966,S001301,Prospect,2005-03-03,2025-11-28,10.656868237726586,7.737156603974727
Samuel Romero,C003660,Personal,"562 Jason Lodge Apt. 336, North Michael, VI 48848",933-724-4580,samuel.romero@diaz.biz,B_US00695,S001227,Prospect,2005-03-18,2025-11-28,3.590225515351742,6.769216155586203
Tyler Smith,C001678,Personal,"66872 Harrison Unions, Williamsport, NM 08536",+1-933-328-5537x4993,tyler.smith@washington-brown.com,B_US00695,S001862,Active,2005-01-09,2025-11-28,20.346540342637986,4.513667055812109
Vincent Garcia,C003470,Personal,"309 Brooks Branch Suite 448, Thomasfurt, WY 82542",737.810.5345,vincent.garcia@schneider-gonzales.info,B_US00749,S008116,Prospect,2005-03-30,2025-11-28,18.41391728173759,8.49613294404636
Mark Melton,C006395,Personal,"66371 Moore Meadows, Williamsborough, MP 29688",(928)624-6354,mark.melton@martin.com,B_US00831,S008309,Inactive,2005-07-08,2025-11-28,12.232752461781825,10.0
Stephanie Wall,C004450,Personal,"73549 King Circles Suite 145, South Frank, GU 85784",+1-694-979-7688,stephanie.wall@adams.com,B_US00966,S007556,Active,2005-01-24,2025-11-28,16.369881725869906,7.157643858347384
Thomas Parker,C008519,Personal,"183 Edward Bridge, Raymondview, IL 48397",969.325.2038x782,thomas.parker@young.com,B_US00225,S004727,Inactive,2005-11-14,2025-11-28,6.882657863617736,7.6998815691891345
David Miller,C006715,Personal,"143 Collins Locks, Vaughnborough, MH 97341",(616)963-9205,david.miller@flores.net,B_US00256,S001588,Active,2005-09-14,2025-11-28,19.802615211219297,6.982715242594464
Abigail Williams,C007351,Personal,"9989 Morgan Trail, New Ambermouth, WI 58340",+1-788-317-3311x86407,abigail.williams@hall.biz,B_US00749,S005336,Active,2004-12-07,2025-11-28,11.891734864585729,10.0
Nancy Bush,C006367,Commercial,"074 Brittany Crescent Suite 980, Snyderhaven, SC 93863",+1-805-481-3522x3023,nancy.bush@gonzales.com,B_US00749,S009859,Active,2005-11-16,2025-11-28,1.0528858868603272,5.294150928526123
Charles Campos,C006014,Personal,"959 Bridget Creek, Shawnfurt, CO 44175",(763)411-8763,charles.campos@wilcox.com,B_US00223,S006371,Inactive,2005-06-11,2025-11-28,26.189349058526865,6.561257177492886
James Maxwell,C002154,Commercial,"695 Estrada Hills, Torresport, TN 97101",(529)658-7094x20306,james.maxwell@ford.com,B_US00695,S005638,Inactive,2005-01-04,2025-11-28,21.294901352886065,7.372261773351843
Lawrence Lewis,C007562,Commercial,"25339 Ronnie Fall, East Brandon, AR 86764",(635)873-2966x61083,lawrence.lewis@green-weaver.com,B_US00831,S006237,Active,2005-11-09,2025-11-28,1.4819556488411383,4.8897854946992405
Michelle Paul,C001885,Commercial,"8032 Faith Flats Apt. 125, Smithport, OK 87141",3708583873,michelle.paul@miller.com,B_US00831,S009249,Inactive,2005-03-20,2025-11-28,11.089142698927114,7.8408164805580505
Cheryl Bruce,C003279,Commercial,"9373 Faulkner Forest, North Adam, OH 55176",001-975-514-6561,cheryl.bruce@banks-smith.com,B_US00831,S003099,Active,2005-10-17,2025-11-28,9.048114667576426,6.776283122131598
Joanna Martinez,C006383,Personal,"178 Hutchinson Square Apt. 509, Orrstad, ID 49844",001-840-388-0487x38445,joanna.martinez@clay-munoz.com,B_US00223,S006020,Inactive,2005-01-01,2025-11-28,15.73555285391343,4.479082001436348
Laura Serrano,C004201,Commercial,"1440 Laura Burg, Robertburgh, ID 42688",5652618217,laura.serrano@burnett-clark.info,B_US00966,S009141,Inactive,2005-01-30,2025-11-28,17.48778949674752,10.0
Lindsay Holder,C006731,Commercial,"425 Billy Islands, New Alexmouth, ID 20119",2957118178,lindsay.holder@sanchez.org,B_US00695,S007919,Inactive,2005-05-17,2025-11-28,13.105895967305237,4.6577053408344735
Lisa Brown,C006938,Personal,"09902 Jeremiah Shoals, West Molly, VA 64377",553.849.6829x4656,lisa.brown@hull-small.info,B_US00223,S005061,Inactive,2005-10-09,2025-11-28,13.238200322563236,4.520577596436523
Christopher Fox,C003749,Commercial,"10259 Acosta Circle, Reginahaven, RI 41308",+1-486-628-9231x30218,christopher.fox@cohen-torres.com,B_US00105,S005037,Prospect,2005-01-08,2025-11-28,0.6251324738225623,5.873217818772067
Denise Hill,C009053,Commercial,"49795 Jacqueline Keys, Pearsontown, AS 87580",994-859-5881,denise.hill@barr-kent.com,B_US00831,S009040,Active,2005-01-06,2025-11-28,13.50738542308525,5.283203537328672
Deanna Ellison,C008203,Personal,"12083 Arthur Branch, Chasechester, OH 81102",9494390049,deanna.ellison@miller-kennedy.com,B_US00831,S005946,Active,2005-02-25,2025-11-28,14.022758314748254,6.610769053992095
Jorge Carr,C005858,Personal,"89013 Garcia Fords, New Kellyburgh, MI 28372",761-364-9439x251,jorge.carr@livingston.com,B_US00695,S001985,Inactive,2005-01-14,2025-11-28,5.529310769324784,7.2846422318587045
Ronald Nichols,C006534,Commercial,"32800 Larry Radial, East Billy, SD 40689",(238)717-1119x716,ronald.nichols@hill-becker.com,B_US00223,S007145,Inactive,2004-11-28,2025-11-28,7.574838120639789,4.720708372816848
Christopher Gomez,C003398,Commercial,"39187 Diana Court Suite 273, Jacksonchester, ND 82643",533.271.5847,christopher.gomez@brown.com,B_US00730,S001558,Active,2005-08-05,2025-11-28,14.850466443338671,9.567922315336808
Tyler Johnson,C007794,Commercial,"58399 Jay Brook Suite 632, Elliottview, VI 37604",301.867.6713,tyler.johnson@gould.com,B_US00966,S008738,Prospect,2005-09-19,2025-11-28,21.108364478677935,6.043626052060329
James Hernandez,C005454,Commercial,"59457 Nelson Mount, North Kathryn, KS 99539",+1-664-733-9161x99205,james.hernandez@cohen.org,B_US00966,S009304,Active,2005-07-03,2025-11-28,20.260119540666164,7.110280523434106
Garrett Harvey DDS,C004835,Personal,"07282 Jessica Greens, Port Lisa, WY 05638",+1-200-642-7253x55432,garrett.harvey.dds@miller-blair.com,B_US00105,S005404,Inactive,2005-07-13,2025-11-28,9.335113488110988,10.0
Franklin Simmons,C006518,Commercial,"125 Nicholas Run Apt. 201, Dakotaview, GA 28337",6063202666,franklin.simmons@sanders.com,B_US00695,S006439,Active,2005-02-21,2025-11-28,13.082447684793125,7.402609693181534
Amy Cooke,C003352,Commercial,"24044 Karen Ramp Apt. 386, Richchester, SC 50807",640.834.0637x11533,amy.cooke@orr-carroll.biz,B_US00831,S004623,Active,2004-12-15,2025-11-28,11.883301432927809,7.568707048023649
Lori Church,C002606,Personal,"PSC 0209, Box 5810, APO AP 31397",(730)206-5539,lori.church@francis-reilly.com,B_US00198,S002773,Prospect,2005-11-19,2025-11-28,11.98310476986272,9.431538557989532
Emily Peters,C008579,Commercial,"95967 Tucker Turnpike, North Loganville, ME 24423",+1-355-932-4212x651,emily.peters@garcia.biz,B_US00225,S003544,Active,2005-11-21,2025-11-28,10.8805074903577,5.335962964179336
Gina Herman,C007097,Commercial,"2861 Perez Plains, Port Luke, NC 61834",981-584-8829x765,gina.herman@williams.biz,B_US00223,S008363,Inactive,2005-06-27,2025-11-28,11.286019056478224,8.71675444157998
Maria Becker,C009029,Commercial,"243 Philip Harbor Suite 703, Rachelhaven, CT 76014",(616)511-2127,maria.becker@christian.com,B_US00730,S003006,Inactive,2005-10-22,2025-11-28,14.572521598586173,4.52386932396089
Gerald Nelson,C001286,Commercial,"164 Shawn Mount, Kathyhaven, MI 59176",617-440-7789x887,gerald.nelson@chaney.com,B_US00223,S007133,Inactive,2005-08-30,2025-11-28,5.096030236360452,5.878252384912893
Eugene Harper,C003812,Personal,"292 Hughes Cape Suite 618, Port Mitchellchester, NH 00985",001-620-626-5313x45066,eugene.harper@serrano.biz,B_US00105,S009452,Inactive,2005-08-11,2025-11-28,13.465689112452093,5.668847256013302
Vanessa Mccoy,C005164,Personal,"5895 Osborne Street Apt. 146, South Samuelmouth, NC 38818",719.660.0892x88095,vanessa.mccoy@vance-scott.net,B_US00695,S008388,Active,2005-02-07,2025-11-28,15.448954240354494,7.608118756629311
Mark Robbins,C001396,Commercial,"66964 Bernard Stravenue Apt. 570, Serranobury, LA 58958",+1-991-339-3190x71087,mark.robbins@phillips-cook.com,B_US00730,S004990,Active,2005-08-18,2025-11-28,16.88267821990948,6.273326217364611
Thomas Wright,C002630,Commercial,"56178 Frazier Valley, Natalieville, OK 08041",259.705.7890,thomas.wright@park.biz,B_US00223,S004240,Active,2005-04-19,2025-11-28,13.432581922743488,5.421342912529758
Lori Hall,C002416,Commercial,"PSC 4819, Box 1833, APO AE 52027",329.368.3696x875,lori.hall@rodriguez-perez.com,B_US00223,S005044,Prospect,2005-02-15,2025-11-28,22.65750237745815,5.574100795856412
Susan Lane,C004169,Personal,"35069 Kelli Brook Suite 667, Port Michaelfurt, MI 92207",+1-899-286-1441,susan.lane@atkins.net,B_US00105,S002141,Prospect,2005-05-12,2025-11-28,2.5343394502936682,8.863071668975865
Crystal Kelly,C003910,Personal,"141 Ann Squares, North Jennifer, ID 02250",(877)269-0800,crystal.kelly@holloway.biz,B_US00966,S004194,Active,2005-09-16,2025-11-28,11.319332508887337,6.683714198541275
Allison Burnett,C008991,Personal,"22620 Timothy Forges, East Laura, AR 91613",299-488-4197x6140,allison.burnett@cain-taylor.com,B_US00749,S002239,Prospect,2005-04-23,2025-11-28,1.9670118016583338,5.300580096081189
Kenneth Hicks,C005849,Commercial,"824 Kim Lane, East Davidtown, NY 41092",770.202.7628x5839,kenneth.hicks@mcgrath-hendricks.com,B_US00831,S005453,Inactive,2005-01-29,2025-11-28,26.5201569097023,3.553785811862747
Jessica Reynolds,C002839,Personal,"186 Smith Shores Apt. 139, Lake Timothy, RI 85911",(216)939-8271,jessica.reynolds@oneal-hawkins.biz,B_US00256,S001478,Prospect,2005-06-15,2025-11-28,4.2806537006389185,6.316143633987949
Earl Perry,C003331,Commercial,"USS Lewis, FPO AA 51928",2027971306,earl.perry@brown-russo.com,B_US00831,S005228,Prospect,2004-12-03,2025-11-28,10.51879220939564,5.719122722670347
Megan Russell,C008162,Commercial,"861 Donald Crossing, Alyssastad, TX 30648",001-550-789-0865x042,megan.russell@rivera.com,B_US00966,S005710,Active,2005-05-13,2025-11-28,8.339874721717482,8.947973847994707
Margaret Mcdonald,C002585,Commercial,"883 Dustin Trace Suite 394, Thomasberg, HI 02548",500-925-5650,margaret.mcdonald@yang.com,B_US00831,S007450,Prospect,2005-03-20,2025-11-28,7.6966495635921435,4.909475842047874
Shelly Morales,C002643,Personal,"2113 Lisa Shores Apt. 118, West Veronica, MH 83392",+1-647-873-6809x145,shelly.morales@white.com,B_US00730,S003248,Inactive,2005-04-28,2025-11-28,3.9499537441075585,6.87538290503537
Tammie Arias,C008498,Personal,"4122 Matthew Via Suite 881, North Michelle, AK 80870",6942899595,tammie.arias@boyd-turner.com,B_US00695,S007615,Prospect,2005-09-13,2025-11-28,29.087884894682734,4.456912846841462
Tara Watson,C006830,Commercial,"0146 Jones Highway Apt. 893, Port Veronica, WY 09054",+1-456-728-4742,tara.watson@carlson-good.com,B_US00966,S003932,Active,2005-04-11,2025-11-28,15.538042540411201,8.03754177311334
Michael Glover,C009552,Commercial,"0737 Taylor Village, East Debra, SC 50340",4314101550,michael.glover@turner.info,B_US00256,S009870,Active,2005-02-16,2025-11-28,19.010772811878436,3.4759582023559363
Dustin Kelley,C004618,Personal,"PSC 4930, Box 8920, APO AA 44482",001-787-833-9970x8445,dustin.kelley@morris.com,B_US00966,S002741,Active,2005-07-17,2025-11-28,14.287696191623386,3.4896722370640294
Stephen Morrison,C004781,Commercial,"9091 Stephanie Plain Apt. 068, West Willie, PA 25137",6586627044,stephen.morrison@cooper.net,B_US00966,S009654,Inactive,2005-09-09,2025-11-28,10.91886103618295,7.625011459245336
Erica Gould DDS,C009273,Personal,"319 John Canyon Suite 984, Lake Larryberg, MN 10829",+1-645-457-0238x4616,erica.gould.dds@hunter.com,B_US00966,S006981,Active,2005-03-19,2025-11-28,14.300970289534037,6.010565141532373
Paula Ballard,C005838,Commercial,"USS Murphy, FPO AE 86842",474-697-9343,paula.ballard@smith.info,B_US00749,S007537,Prospect,2005-11-15,2025-11-28,19.975187395918503,7.558438544181747
Juan Perez,C006096,Commercial,"83868 Maria Forks Apt. 424, Andersonville, WI 13741",808.920.7739x05016,juan.perez@daniel-deleon.org,B_US00223,S004610,Inactive,2005-07-03,2025-11-28,20.632067864102012,5.017868399808386
Glen Ortiz,C003729,Commercial,"549 Franklin Isle, Harrisville, TX 85791",452-949-8291x055,glen.ortiz@kelly-torres.info,B_US00105,S006112,Prospect,2005-07-06,2025-11-28,12.914691724755482,7.400347548889416
Timothy Ortiz,C006942,Commercial,"PSC 6460, Box 2168, APO AA 29283",944.231.4893x754,timothy.ortiz@potter.com,B_US00831,S009841,Active,2005-02-07,2025-11-28,13.389962408988506,5.389923973528084
Cassidy Moore,C009587,Personal,"91972 Vang Grove, North Isaiahland, GA 79470",3204332979,cassidy.moore@jones.com,B_US00831,S005641,Inactive,2004-12-12,2025-11-28,18.62168440655062,10.0
Leslie Carrillo DDS,C001908,Personal,"37089 Julie Lock, Brownhaven, LA 14220",703.839.6198,leslie.carrillo.dds@diaz.info,B_US00695,S007189,Prospect,2005-04-10,2025-11-28,7.110506930905199,8.680839541365602
Kimberly Graves,C008250,Personal,"94124 Kyle Junctions Apt. 987, Lake Jennifer, NC 29924",001-850-683-9329,kimberly.graves@harris.biz,B_US00105,S004625,Inactive,2005-11-15,2025-11-28,17.676546634337196,5.890983852746148
